INTERSECTION,CAMERA ID,ADDRESS,VIOLATION DATE,VIOLATIONS,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
RIDGE AND CLARK,1052.0,5930 N CLARK STREET,05/13/2018,3,1164554.784723473,1939388.5115164418,41.98929863,-87.67010412100001,"(41.98929863013193, -87.67010412112992)"
MICHIGAN AND JACKSON,3043.0,100 E JACKSON BLVD,05/13/2018,7,1177358.4278512679,1899073.064228489,41.878390124,-87.624237311,"(41.87839012377354, -87.62423731128155)"
DAMEN AND DIVERSEY,1462.0,2800 N DAMEN AVENUE,05/13/2018,4,1162490.04851994,1918611.623717091,41.932329494,-87.678282719,"(41.9323294940985, -87.67828271931386)"
AUSTIN AND ADDISON,1491.0,3600 N AUSTIN AVENUE,05/13/2018,4,1135691.599896458,1923335.967306169,41.945813215,-87.776652162,"(41.9458132146695, -87.77665216156436)"
ADDISON AND HARLEM,1591.0,3600 N HARLEM AVENUE,05/13/2018,1,1127394.594070737,1923110.532422811,41.945338412,-87.807154769,"(41.94533841246591, -87.80715476912044)"
FOSTER AND BROADWAY,1111.0,5200 N BROADWAY ST,05/13/2018,5,1167334.508577915,1934714.0083465318,41.976412143000005,-87.660015082,"(41.97641214294823, -87.66001508205365)"
KEDZIE AND 26TH,2381.0,2600 S KEDZIE AVENUE,05/13/2018,5,1155404.235510285,1886524.460033054,41.844424831,-87.70518545200001,"(41.84442483084393, -87.70518545233183)"
PULASKI AND BELMONT,1382.0,3200 N PULASKI RD,05/13/2018,5,1149125.621478734,1920994.556178086,41.939138154,-87.72733371,"(41.939138153500274, -87.7273337101426)"
71ST AND ASHLAND,2394.0,1600 W 71ST,05/13/2018,6,1166890.012333149,1857674.2502246997,41.765018306,-87.66385923,"(41.76501830555763, -87.66385923012646)"
HAMLIN AND MADISON,1901.0,0 N HAMLIN BOULEVARD,05/13/2018,5,,,,,
119TH AND HALSTED,2402.0,11900 S HALSTED,05/13/2018,13,1173094.774616191,1825911.054609338,41.677720829,-87.642051845,"(41.67772082924762, -87.64205184498218)"
LAFAYETTE AND 87TH,2502.0,8700 S LAFAYETTE AVEN,05/13/2018,22,1177417.493180297,1847243.988223464,41.73616511,-87.62558756899999,"(41.73616511008592, -87.62558756899932)"
ELSTON AND IRVING PARK,1503.0,3700 W IRVING PARK ROA,05/13/2018,3,,,,,
CICERO AND HARRISON,2023.0,4800 W HARRISON STREET,05/13/2018,6,1144451.867388303,1896949.5619594632,41.873245464,-87.74511717899999,"(41.873245464379586, -87.7451171788807)"
4700 WESTERN,2141.0,4700 S WESTERN AVENUE,05/13/2018,3,1161120.438879703,1873431.066474726,41.808378408,-87.68457071700001,"(41.808378407946726, -87.68457071689552)"
87TH AND VINCENNES,2413.0,848 W 87TH STREET,05/13/2018,9,1172002.531006759,1847197.326168367,41.736157546,-87.6454274,"(41.73615754630335, -87.64542740049411)"
PULASKI AND 79TH,2492.0,7900 S PULASKI ROAD,05/13/2018,5,1151054.87395657,1851842.663854121,41.749339,-87.72205209100001,"(41.74933900008238, -87.72205209091501)"
HALSTED AND NORTH,1761.0,1600 N HALSTED STREET,05/13/2018,5,1170678.283433825,1910880.9913975468,41.910940644,-87.64841904299999,"(41.91094064391597, -87.64841904272998)"
CENTRAL AND ADDISON,1682.0,3600 N CENTRAL AVENUE,03/17/2017,2,1138343.117435682,1923392.067464765,41.945919491,-87.766904594,"(41.945919490555106, -87.76690459426293)"
CALIFORNIA AND DEVON,1321.0,6400 N CALIFORNIA AVE,05/13/2018,1,1156461.1502454008,1942370.37710537,41.997649133,-87.699792629,"(41.997649133049336, -87.69979262891378)"
CICERO AND I55,2251.0,4200 S CICERO AVENUE,05/13/2018,65,1145023.742859509,1876358.2768355191,41.816729386999995,-87.74353671200001,"(41.81672938674739, -87.74353671247594)"
CENTRAL AND IRVING PARK,1182.0,4000 N CENTRAL AVENUE,05/13/2018,2,1138258.614129764,1926071.1728849318,41.953272751,-87.76715015100001,"(41.95327275103541, -87.76715015131407)"
CENTRAL AND LAKE,1743.0,5600 W LAKE STREET,05/13/2018,3,1138951.495695032,1902230.5104657332,41.887838735,-87.76518366299999,"(41.887838735330206, -87.76518366338465)"
HOLLYWOOD AND SHERIDAN,1344.0,1000 W HOLLYWOOD AVE,05/13/2018,25,1168580.2289264658,1938090.295189338,41.985649799,-87.65533580700001,"(41.98564979859328, -87.65533580655139)"
AUSTIN AND IRVING PARK,1161.0,4000 N AUSTIN AVENUE,05/13/2018,6,1135599.956110927,1926006.8626199858,41.953144059,-87.776925284,"(41.95314405904539, -87.77692528423394)"
ASHLAND AND FULLERTON,1652.0,2400 N ASHLAND AVENUE,05/13/2018,18,1165228.0733428379,1916032.319169157,41.92519389,-87.66829436299999,"(41.92519388981048, -87.66829436339881)"
CALIFORNIA AND PETERSON,1313.0,2800 W PETERSON AVENUE,05/13/2018,1,1156569.515341857,1939784.830544118,41.990552082,-87.69946439600001,"(41.990552081681564, -87.69946439622785)"
CALIFORNIA AND DIVERSEY,1511.0,2800 N CALIFORNIA AVE,05/13/2018,8,1157189.355049829,1918495.6447540692,41.932120719000004,-87.6977653,"(41.93212071910647, -87.69776530036465)"
WESTERN AND CHICAGO,1941.0,800 N WESTERN AVE,05/13/2018,4,1160220.9679786079,1905277.507115921,41.895786955,-87.68699058600001,"(41.89578695485361, -87.68699058611217)"
55TH AND WESTERN,2213.0,2400 W 55TH STREET,05/13/2018,7,1161277.0127305991,1868185.749490228,41.793981347,-87.684141741,"(41.7939813465735, -87.68414174128355)"
WESTERN AND DEVON,1211.0,6400 N WESTERN AVENUE,05/13/2018,1,1159113.5857594342,1942451.622367891,41.997817807,-87.690033035,"(41.997817807026, -87.69003303469276)"
JEFFERY AND 95TH,2523.0,2000 E 95TH ST,05/13/2018,3,1191188.381103057,1842410.411853539,41.722579473,-87.57529252299999,"(41.722579473126416, -87.57529252250366)"
ELSTON AND LAWRENCE,1282.0,4800 N ELSTON AVENUE,05/13/2018,2,1145529.344259918,1931501.6012689832,41.968039361,-87.740283894,"(41.96803936143674, -87.74028389448999)"
99TH AND HALSTED,2431.0,9900 S HALSTED ST,05/13/2018,15,1172689.754200318,1839171.652197216,41.714118868,-87.643145408,"(41.714118868089905, -87.64314540818165)"
WESTERN AND CHICAGO,1943.0,2400 W CHICAGO AVE,05/13/2018,1,1160226.686812944,1905300.904544474,41.895851041,-87.686968935,"(41.895851041123755, -87.68696893468467)"
WESTERN AND FOSTER,1074.0,2400 W FOSTER AVE,05/13/2018,15,1159379.402846887,1934502.7124861318,41.97600019,-87.689275084,"(41.97600018976586, -87.68927508385399)"
ASHLAND AND MADISON,1911.0,0 N ASHLAND AVE,05/13/2018,3,,,,,
HOMAN/KIMBALL AND NORTH,1771.0,1600 N HOMAN AVENUE,05/13/2018,1,,,,,
KEDZIE AND 31ST,2132.0,3100 S KEDZIE AVENUE,05/13/2018,2,1155483.167539854,1883867.660503274,41.837132671,-87.704967115,"(41.837132671422296, -87.70496711478727)"
CICERO AND CHICAGO,1783.0,4800 W CHICAGO AVENUE,05/13/2018,2,1144175.291152764,1904916.2552252791,41.895112219,-87.74593242700001,"(41.89511221857764, -87.74593242701515)"
ROOSEVELT AND HALSTED,2233.0,800 W ROOSEVELT ROAD,05/13/2018,11,1171199.282357741,1894968.0563937242,41.867263098,-87.646972686,"(41.86726309836901, -87.64697268601648)"
JEFFERY AND 95TH,2522.0,9500 S JEFFERY AVE,05/13/2018,2,1191132.420601301,1842335.735988875,41.722375907,-87.575499903,"(41.72237590704101, -87.57549990332795)"
WESTERN AND CERMAK,1003.0,2400 W CERMAK ROAD,05/13/2018,1,1160678.000607329,1889375.645335924,41.852141307,-87.68575264200001,"(41.85214130680468, -87.6857526415569)"
HOMAN/KIMBALL AND NORTH,1773.0,3400 W NORTH AVE,05/13/2018,4,1153386.578905125,1910465.87061722,41.910162846999995,-87.711953868,"(41.91016284680269, -87.71195386769125)"
IRVING PARK AND KILPATRICK,2764.0,4700 W IRVING PARK ROA,05/13/2018,3,,,,,
CENTRAL AND IRVING PARK,1183.0,5600 W IRVING PARK ROAD,05/13/2018,5,1138281.535484986,1926078.647777633,41.953292847,-87.76706570799999,"(41.953292847298, -87.76706570775266)"
SHERIDAN AND FOSTER,1132.0,5200 N SHERIDAN ROAD,05/13/2018,3,1168661.6237182291,1934753.842272756,41.976492721,-87.655133605,"(41.97649272077833, -87.65513360456677)"
CORTLAND AND ASHLAND,1723.0,1600 W CORTLAND ST,05/13/2018,1,1165377.660768235,1912768.773647285,41.916235336999996,-87.66783777200001,"(41.91623533746878, -87.66783777212962)"
PULASKI AND FOSTER,1102.0,5200 N PULASKI RD,05/13/2018,3,1148746.251286324,1934286.9143619759,41.97562074,-87.728383135,"(41.97562073966174, -87.72838313514907)"
MADISON AND WESTERN,1931.0,1 S WESTERN AVE,05/13/2018,5,1160453.827721979,1899933.7034737458,41.881118279,-87.686283339,"(41.881118278833966, -87.686283338873)"
DIVERSEY AND AUSTIN,1454.0,6000 W DIVERSEY AVENUE,05/13/2018,2,1135895.7361693429,1918029.70673837,41.931248624,-87.776028612,"(41.931248623643455, -87.77602861172493)"
CICERO AND ADDISON,1611.0,3600 N CICERO AVENUE,05/13/2018,11,1143698.904601495,1923517.005821035,41.946163524,-87.747215169,"(41.94616352362556, -87.74721516897007)"
CLARK AND FULLERTON,1631.0,2400 N CLARK ST,05/13/2018,4,1172749.562209477,1916238.997132859,41.925597623,-87.64065097299999,"(41.925597623023144, -87.64065097309872)"
IRVING PARK AND KILPATRICK,2763.0,4700 W IRVING PARK ROA,05/13/2018,5,,,,,
DAMEN AND ELSTON,3072.0,2426 N DAMEN AVE,05/13/2018,11,1162561.16172213,1916207.783017816,41.925731714,-87.678088896,"(41.925731713685686, -87.67808889622799)"
HALSTED AND DIVISION,1711.0,1200 N HALSTED,05/13/2018,8,1170746.639428735,1908242.256010774,41.903698308,-87.648245351,"(41.90369830765008, -87.64824535062563)"
79TH AND HALSTED,2543.0,800 W 79TH STREET,05/13/2018,5,1172320.105719411,1852517.9814433998,41.750751156999996,-87.64410779299999,"(41.75075115747316, -87.64410779300933)"
KIMBALL AND DIVERSEY,1583.0,3400 W DIVERSEY AVENUE,05/13/2018,1,1153211.149172713,1918454.477800566,41.932087747,-87.71238583,"(41.932087747378944, -87.71238582951281)"
ELSTON AND ADDISON,1403.0,3216 W ADDISON ST,05/13/2018,12,1154199.729816868,1923799.345386665,41.946734755,-87.708609774,"(41.946734754927796, -87.7086097735515)"
79TH AND KEDZIE,2443.0,3200 W 79TH ST,05/13/2018,5,1156402.644780165,1852104.6493709842,41.749952001,-87.702448478,"(41.74995200142266, -87.70244847808695)"
HALSTED AND MADISON,1871.0,1 S HALSTED STREET,05/13/2018,2,1171092.392868784,1900234.542088741,41.881717056,-87.647210539,"(41.88171705561901, -87.64721053920604)"
STONEY ISLAND AND 79TH,2464.0,1600 E 79TH ST,05/13/2018,3,1188284.704439907,1852964.829047574,41.751611523,-87.585592284,"(41.75161152327319, -87.58559228428787)"
KOSTNER AND NORTH,2013.0,4400 W NORTH,05/13/2018,4,1146738.551618032,1910309.5953680319,41.909863573,-87.73638029600001,"(41.90986357340246, -87.73638029605371)"
CERMAK AND PULASKI,2332.0,2200 S PULASKI,05/13/2018,2,1150012.8768382429,1889071.75851865,41.851521442,-87.72490478700001,"(41.85152144233116, -87.7249047867499)"
STONY ISLAND/CORNELL AND 67TH,2721.0,6700 S STONY ISLAND A,05/13/2018,8,1187984.143047539,1860863.338367666,41.773292896,-87.586442368,"(41.77329289585066, -87.58644236831432)"
WESTERN AND 63RD,2371.0,6300 S WESTERN AVE,05/13/2018,1,1161415.712688877,1862772.38856596,41.779123484,-87.683783099,"(41.77912348383963, -87.68378309863576)"
35TH AND WESTERN,2092.0,3500 S WESTERN,05/13/2018,1,1160894.9498571008,1881376.851112895,41.830187255,-87.685177925,"(41.83018725526863, -87.68517792510231)"
CICERO AND PETERSON,1202.0,6000 N CICERO AVENUE,05/13/2018,3,1143247.733553094,1939479.3429057042,41.989973915,-87.74847302399999,"(41.98997391514614, -87.74847302426933)"
LARAMIE AND MADISON,2044.0,5200 W MADISON STREET,05/13/2018,9,1141706.965522802,1899567.55684314,41.880480752,-87.75513043299999,"(41.88048075170171, -87.75513043296509)"
WESTERN AND 63RD,2373.0,2400 W 63RD ST,05/13/2018,1,1161444.4157585842,1862848.5347036582,41.779331844,-87.683675761,"(41.77933184429814, -87.68367576084798)"
PULASKI AND FOSTER,1104.0,4000 W FOSTER AVE,05/13/2018,10,1148759.16134887,1934294.249006446,41.975640616,-87.728335469,"(41.975640616231914, -87.72833546926573)"
FOSTER AND NORTHWEST HIGHWAY,3003.0,5616 W FOSTER AVE,05/13/2018,3,1137626.093281239,1934273.239128334,41.97579142,-87.769276893,"(41.975791419680704, -87.76927689293382)"
CICERO AND CHICAGO,1781.0,800 N CICERO AVENUE,05/13/2018,6,1144169.162482127,1904893.189220372,41.895049038,-87.74595551600001,"(41.89504903796389, -87.74595551626888)"
WESTERN AND 79TH,2484.0,2400 W 79TH ST,05/13/2018,1,1161758.68085177,1852242.255513454,41.750220168,-87.68281769299999,"(41.75022016799851, -87.68281769253687)"
SACRAMENTO AND LAKE,1821.0,150 N SACRAMENTO BOUL,05/13/2018,29,1156319.560664766,1900957.4893519618,41.884012178,-87.701436479,"(41.88401217771363, -87.7014364786693)"
ASHLAND AND IRVING PARK,1153.0,1600 W IRVING PARK ROA,05/13/2018,4,,,,,
35TH AND WESTERN,2091.0,3500 S WESTERN,05/13/2018,7,1160894.9498571008,1881376.851112895,41.830187255,-87.685177925,"(41.83018725526863, -87.68517792510231)"
CICERO AND WASHINGTON,1891.0,100 N CICERO AVENUE,05/13/2018,6,1144328.984091479,1900095.1708384592,41.88187971,-87.74548924700001,"(41.88187970991601, -87.7454892473012)"
IRVING PARK AND CALIFORNIA,1234.0,2800 W IRVING PARK ROA,05/13/2018,2,,,,,
WESTERN AND MARQUETTE,2674.0,2400 W MARQUETTE ROAD,05/13/2018,5,1161509.889315231,1860208.6274041259,41.772086214,-87.683508858,"(41.772086214104526, -87.68350885781568)"
KEDZIE AND ARMITAGE,1832.0,2000 N KEDZIE AVENUE,05/13/2018,7,1154684.031809326,1913129.496340896,41.917446172,-87.707116072,"(41.91744617191702, -87.70711607187832)"
ELSTON AND LAWRENCE,1284.0,4440 W LAWRENCE AVENUE,05/13/2018,3,1145715.061027481,1931571.0474838002,41.968226398,-87.739599251,"(41.96822639754791, -87.73959925065756)"
PULASKI AND ARCHER,2153.0,5000 S ARCHER AVE,05/13/2018,6,1150501.818909837,1871162.311703322,41.802365973,-87.72357676600001,"(41.80236597333895, -87.72357676611004)"
WESTERN AND ADDISON,1563.0,2400 W ADDISON,05/13/2018,7,1159719.041544334,1923878.5772757968,41.946839991,-87.688320193,"(41.9468399910054, -87.68832019252964)"
WESTERN AND TOUHY,1252.0,7200 N WESTERN AVENUE,05/13/2018,2,1158975.66256211,1947754.2869633608,42.012371335,-87.69039391700001,"(42.012371334791766, -87.69039391737863)"
FULLERTON AND NARRAGANSETT,1554.0,6400 W FULLERTON AVENU,05/13/2018,5,1133317.594499059,1915293.661305931,41.923786189,-87.78556720600001,"(41.92378618871128, -87.78556720562165)"
ASHLAND AND MADISON,1914.0,1600 W MADISON,05/13/2018,4,1165723.014733182,1900136.5154895058,41.881564167,-87.66692946299999,"(41.8815641670199, -87.66692946294842)"
119TH AND HALSTED,2404.0,800 W 119TH STREET,05/13/2018,8,1173111.174088158,1825985.001014405,41.677923389,-87.641989646,"(41.677923389134385, -87.64198964584013)"
ASHLAND AND 95TH,2473.0,1600 W 95TH STREET,05/13/2018,6,1167323.753394196,1841755.0292213818,41.721324412,-87.662724153,"(41.721324411975246, -87.66272415265087)"
CENTRAL AND MILWAUKEE,3032.0,5232 N CENTRAL AVE,05/13/2018,6,1137802.482559734,1934544.3605564882,41.976532211,-87.768621661,"(41.976532211352456, -87.76862166095856)"
79TH AND HALSTED,2541.0,7900 S HALSTED STREET,05/13/2018,3,1172298.707400847,1852444.344822186,41.750549559,-87.64418836799999,"(41.750549559438944, -87.64418836784098)"
LAWRENCE AND WESTERN,1193.0,2400 W LAWRENCE AVENUE,05/13/2018,5,1159482.648570304,1931851.989492596,41.968724349,-87.688968727,"(41.96872434882172, -87.68896872699601)"
CICERO AND 47TH,2202.0,4700 S CICERO AVE,05/13/2018,5,1145112.150373471,1873006.659918126,41.807530373,-87.743296821,"(41.80753037289406, -87.7432968212423)"
CALIFORNIA AND DEVON,1323.0,2800 W DEVON AVENUE,05/13/2018,1,1156484.528078038,1942377.980662191,41.997669523,-87.699706423,"(41.99766952286052, -87.69970642324591)"
ASHLAND AND IRVING PARK,1151.0,4000 N ASHLAND AVENUE,05/13/2018,2,1164899.463802581,1926665.661118925,41.954379326,-87.66919912,"(41.954379326212695, -87.66919911980419)"
CICERO AND PETERSON,1204.0,4800 W PETERSON AVENUE,05/13/2018,1,1143273.766829016,1939491.9446451268,41.990008007,-87.748376951,"(41.99000800729908, -87.74837695118997)"
WESTERN AND 79TH,2481.0,7900 S WESTERN AVE,05/13/2018,4,1161711.516404028,1852181.6856861182,41.750054934,-87.682992203,"(41.750054933649984, -87.68299220290213)"
ARCHER AND CICERO,2081.0,5200 S CICERO AVE,05/13/2018,37,1145195.9319897771,1869737.7083066232,41.798558278,-87.74307186600001,"(41.798558278193305, -87.74307186616427)"
CICERO AND FULLERTON,1472.0,2400 N CICERO AVE,05/13/2018,2,1143961.592189569,1915545.343094087,41.92428359,-87.74645019,"(41.92428358982701, -87.74645019028947)"
LAFAYETTE AND 87TH,2503.0,30 W 87TH STREET,05/13/2018,46,1177407.6518002371,1847320.7720583118,41.736376037,-87.625621311,"(41.736376036604916, -87.62562131092602)"
LAKE SHORE DR AND BELMONT,1413.0,400 W BELMONT AVE,05/13/2018,65,1172981.7448693821,1921577.3761288018,41.940241193,-87.63963911399999,"(41.94024119325571, -87.63963911427594)"
KOSTNER AND NORTH,2012.0,4400 W GRAND AVE,05/13/2018,5,1146773.519128439,1910425.663958581,41.91018141,-87.73624887,"(41.910181409597406, -87.73624887040725)"
75TH AND STATE,2621.0,7500 S STATE STREET,05/13/2018,31,1177538.763040612,1855235.551345519,41.758092176,-87.624902228,"(41.75809217638291, -87.6249022282473)"
PULASKI AND FULLERTON,1481.0,2400 N PULASKI RD,05/13/2018,2,1149275.963864089,1915687.6319317569,41.924572574,-87.726919111,"(41.92457257416937, -87.72691911144182)"
LAKE SHORE DR AND BELMONT,1412.0,3200 N LAKESHORE DRIV,05/13/2018,9,1173053.220555078,1921821.380831705,41.940909163,-87.63936916,"(41.94090916326764, -87.63936915995522)"
KEDZIE AND 63RD,2364.0,3200 W 63RD ST,05/13/2018,2,1156103.348831225,1862717.5652107392,41.779081505,-87.703260365,"(41.77908150488341, -87.70326036544745)"
63RD AND STATE,2712.0,6300 S STATE ST,05/13/2018,14,1177303.801895084,1863220.2167559231,41.780008277,-87.625522512,"(41.78000827740796, -87.6255225119157)"
HALSTED AND FULLERTON,1701.0,2400 N HALSTED STREET,05/13/2018,5,1170501.602639925,1916200.061550148,41.925540315,-87.64891215600001,"(41.925540315431995, -87.64891215551155)"
IRVING PARK AND LARAMIE,1533.0,5200 W IRVING PARK ROA,05/13/2018,5,,,,,
PULASKI AND LAWRENCE,1173.0,4000 W LAWRENCE AVENUE,05/13/2018,4,1148844.2200856009,1931638.45430438,41.968351285,-87.728091672,"(41.96835128527914, -87.72809167198088)"
75TH AND STATE,2624.0,1 E 75TH STREET,05/13/2018,13,1177601.72646404,1855229.486604181,41.758074111,-87.624671658,"(41.75807411097799, -87.62467165835182)"
CENTRAL AND FULLERTON,1444.0,5600 W FULLERTON AVENU,05/13/2018,3,1138627.2791894209,1915438.969256439,41.924090199,-87.76605353,"(41.92409019883488, -87.76605353016079)"
LARAMIE AND FULLERTON,1421.0,2400 N LARAMIE AVENUE,05/13/2018,1,1141282.877477884,1915479.163971956,41.924151874,-87.756294662,"(41.92415187425276, -87.75629466175003)"
PULASKI AND DIVISION,1802.0,1200 N PULASKI ROAD,05/13/2018,2,1149459.590666926,1907723.219884254,41.902713901999995,-87.72645145700001,"(41.902713901936174, -87.72645145715836)"
PETERSON AND WESTERN,1011.0,6000 N WESTERN AVE,05/13/2018,3,1159190.625032041,1939816.75471116,41.990586042,-87.68982247299999,"(41.99058604241958, -87.68982247294417)"
MICHIGAN AND JACKSON,3041.0,300 S MICHIGAN AVE,05/13/2018,10,1177299.435435548,1899009.612280663,41.878217345,-87.62445584,"(41.87821734531058, -87.62445584029679)"
CHICAGO AND CLARK,1964.0,100 W CHICAGO AVENUE,05/13/2018,7,1175374.528739575,1905745.47783364,41.896744346999995,-87.63132124799999,"(41.896744346875806, -87.63132124815151)"
LARAMIE AND MADISON,2043.0,5200 W MADISON STREET,05/13/2018,5,1141706.965522802,1899567.55684314,41.880480752,-87.75513043299999,"(41.88048075170171, -87.75513043296509)"
CICERO AND I55,2252.0,4200 S CICERO AVENUE,05/13/2018,15,1145023.742859509,1876358.2768355191,41.816729386999995,-87.74353671200001,"(41.81672938674739, -87.74353671247594)"
WESTERN AND NORTH,1851.0,1600 N WESTERN AVE,05/13/2018,4,1160077.474351131,1910605.013316134,41.910409024,-87.687370268,"(41.91040902362901, -87.687370268401)"
ROOSEVELT AND PULASKI,2311.0,1200 S PULASKI ROAD,05/13/2018,1,1149866.0022478641,1894375.839200384,41.866079336999995,-87.725305995,"(41.86607933722178, -87.7253059948758)"
MILWAUKEE AND MONTROSE,1362.0,4400 N MILWAUKEE AVEN,05/13/2018,1,1141643.943268783,1928770.256316239,41.96061723,-87.75463824,"(41.9606172296957, -87.75463824007085)"
PULASKI AND CHICAGO,1983.0,4000 W CHICAGO AVENUE,05/13/2018,12,1149561.8559396921,1905086.596446259,41.895476752,-87.72614436,"(41.89547675163723, -87.72614435991626)"
55TH AND WESTERN,2212.0,5500 S WESTERN AVE,05/13/2018,13,1161269.521335262,1867963.111601251,41.793370554,-87.684175377,"(41.79337055433029, -87.6841753767592)"
FOSTER AND NAGLE,1031.0,5200 N NAGLE,05/13/2018,9,1132529.656558223,1934201.702060651,41.97568567,-87.788020406,"(41.97568566971868, -87.78802040620296)"
NORTHWEST HIGHWAY AND FOSTER,3002.0,5200 N NORTHWEST HWY,05/13/2018,1,1137806.147689466,1934042.0344602168,41.975153719,-87.76862036,"(41.975153718866956, -87.76862036015007)"
KEDZIE AND 47TH,2101.0,4700 S KEDZIE AVE,05/13/2018,4,1155791.949302478,1873270.7784813268,41.808047271999996,-87.70411882200001,"(41.80804727165029, -87.70411882229871)"
